compound,neg,neu,pos,Bank,Sentiment
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.728,0.272,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.8225,0.072,0.673,0.255,Wells Fargo Bank,pos
0.6486,0.0,0.777,0.223,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.8555,0.0,0.591,0.409,Wells Fargo Bank,pos
0.8555,0.0,0.574,0.426,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.138,0.426,0.436,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.9217,0.065,0.666,0.269,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
-0.6808,0.444,0.556,0.0,Wells Fargo Bank,neg
0.7783,0.131,0.448,0.422,Wells Fargo Bank,pos
0.9062,0.068,0.383,0.549,Wells Fargo Bank,pos
0.7269,0.191,0.462,0.348,Wells Fargo Bank,pos
-0.6808,0.384,0.616,0.0,Wells Fargo Bank,neg
0.7351,0.0,0.392,0.608,Wells Fargo Bank,pos
0.836,0.0,0.586,0.414,Wells Fargo Bank,pos
0.5574,0.0,0.705,0.295,Wells Fargo Bank,pos
-0.6808,0.322,0.593,0.085,Wells Fargo Bank,neg
0.7506,0.0,0.288,0.712,Wells Fargo Bank,pos
0.5106,0.064,0.738,0.198,Wells Fargo Bank,pos
0.7845,0.081,0.623,0.296,Wells Fargo Bank,pos
0.8834,0.0,0.586,0.414,Wells Fargo Bank,pos
0.9246,0.0,0.569,0.431,Wells Fargo Bank,pos
0.7269,0.187,0.373,0.44,Wells Fargo Bank,pos
-0.7783,0.317,0.588,0.095,Wells Fargo Bank,neg
-0.743,0.247,0.573,0.18,Wells Fargo Bank,neg
-0.7845,0.273,0.727,0.0,Wells Fargo Bank,neg
-0.5267,0.14,0.796,0.064,Wells Fargo Bank,neg
0.6808,0.0,0.431,0.569,Wells Fargo Bank,pos
0.7783,0.0,0.747,0.253,Wells Fargo Bank,pos
0.8555,0.08,0.673,0.247,Wells Fargo Bank,pos
0.6808,0.0,0.752,0.248,Wells Fargo Bank,pos
0.8126,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6908,0.125,0.547,0.328,Wells Fargo Bank,pos
0.5859,0.0,0.556,0.444,Wells Fargo Bank,pos
-0.9633,0.588,0.305,0.107,Wells Fargo Bank,neg
0.7351,0.07,0.755,0.174,Wells Fargo Bank,pos
-0.5859,0.252,0.65,0.098,Wells Fargo Bank,neg
0.6124,0.103,0.667,0.231,Wells Fargo Bank,pos
0.7906,0.0,0.69,0.31,Wells Fargo Bank,pos
0.7579,0.0,0.514,0.486,Wells Fargo Bank,pos
-0.6597,0.46,0.297,0.243,Wells Fargo Bank,neg
-0.7845,0.535,0.465,0.0,Wells Fargo Bank,neg
0.9246,0.0,0.688,0.312,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.6808,0.0,0.728,0.272,Wells Fargo Bank,pos
0.802,0.0,0.631,0.369,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.9274,0.0,0.455,0.545,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
-0.5574,0.244,0.618,0.138,Wells Fargo Bank,neg
-0.5859,0.182,0.755,0.063,Wells Fargo Bank,neg
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.8934,0.038,0.583,0.379,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.7783,0.0,0.625,0.375,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.5719,0.0,0.761,0.239,Wells Fargo Bank,pos
0.6908,0.176,0.495,0.329,Wells Fargo Bank,pos
0.5574,0.0,0.796,0.204,Wells Fargo Bank,pos
0.743,0.038,0.726,0.237,Wells Fargo Bank,pos
0.9349,0.0,0.54,0.46,Wells Fargo Bank,pos
-0.8591,0.57,0.279,0.151,Wells Fargo Bank,neg
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
-0.5859,0.167,0.776,0.057,Wells Fargo Bank,neg
-0.939,0.601,0.326,0.073,Wells Fargo Bank,neg
-0.5719,0.181,0.73,0.088,Wells Fargo Bank,neg
0.6486,0.0,0.675,0.325,Wells Fargo Bank,pos
0.9022,0.0,0.407,0.593,Wells Fargo Bank,pos
0.7269,0.0,0.785,0.215,Wells Fargo Bank,pos
-0.5267,0.206,0.722,0.072,Wells Fargo Bank,neg
0.5423,0.0,0.862,0.138,Wells Fargo Bank,pos
0.5423,0.061,0.778,0.161,Wells Fargo Bank,pos
0.7269,0.0,0.724,0.276,Wells Fargo Bank,pos
0.7096,0.0,0.42,0.58,Wells Fargo Bank,pos
-0.6705,0.239,0.648,0.113,Wells Fargo Bank,neg
0.802,0.0,0.549,0.451,Wells Fargo Bank,pos
0.5859,0.0,0.73,0.27,Wells Fargo Bank,pos
0.7003,0.142,0.586,0.273,Wells Fargo Bank,pos
0.5859,0.0,0.743,0.257,Wells Fargo Bank,pos
0.5267,0.191,0.478,0.331,Wells Fargo Bank,pos
0.8625,0.084,0.542,0.373,Wells Fargo Bank,pos
0.8176,0.0,0.767,0.233,Wells Fargo Bank,pos
0.5423,0.0,0.71,0.29,Wells Fargo Bank,pos
0.6808,0.0,0.847,0.153,Wells Fargo Bank,pos
0.8316,0.0,0.556,0.444,Wells Fargo Bank,pos
-0.5423,0.315,0.493,0.192,Wells Fargo Bank,neg
0.8271,0.212,0.338,0.449,Wells Fargo Bank,pos
0.9186,0.051,0.385,0.564,Wells Fargo Bank,pos
-0.7506,0.561,0.439,0.0,Wells Fargo Bank,neg
0.7506,0.0,0.693,0.307,Wells Fargo Bank,pos
0.7506,0.0,0.669,0.331,Wells Fargo Bank,pos
0.7506,0.0,0.714,0.286,Wells Fargo Bank,pos
0.7506,0.0,0.714,0.286,Wells Fargo Bank,pos
0.7506,0.0,0.656,0.344,Wells Fargo Bank,pos
0.7506,0.0,0.641,0.359,Wells Fargo Bank,pos
0.5994,0.0,0.38,0.62,Wells Fargo Bank,pos
-0.8834,0.339,0.601,0.06,Wells Fargo Bank,neg
0.8176,0.0,0.754,0.246,Wells Fargo Bank,pos
0.7906,0.038,0.735,0.227,Wells Fargo Bank,pos
0.5859,0.0,0.714,0.286,Wells Fargo Bank,pos
0.5859,0.0,0.73,0.27,Wells Fargo Bank,pos
0.5267,0.0,0.803,0.197,Wells Fargo Bank,pos
0.5423,0.0,0.816,0.184,Wells Fargo Bank,pos
0.8126,0.0,0.543,0.457,Wells Fargo Bank,pos
0.5859,0.0,0.854,0.146,Wells Fargo Bank,pos
0.5719,0.0,0.46,0.54,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6369,0.0,0.366,0.634,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
-0.5719,0.649,0.351,0.0,Wells Fargo Bank,neg
-0.8591,0.463,0.537,0.0,Wells Fargo Bank,neg
0.7096,0.0,0.67,0.33,Wells Fargo Bank,pos
0.8126,0.0,0.607,0.393,Wells Fargo Bank,pos
0.7506,0.0,0.448,0.552,Wells Fargo Bank,pos
-0.5859,0.182,0.755,0.063,Wells Fargo Bank,neg
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.802,0.0,0.631,0.369,Wells Fargo Bank,pos
0.7506,0.0,0.823,0.177,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7783,0.0,0.585,0.415,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
-0.6249,0.156,0.793,0.051,Wells Fargo Bank,neg
0.926,0.0,0.638,0.362,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
-0.5267,0.178,0.757,0.066,Wells Fargo Bank,neg
-0.5106,0.515,0.291,0.194,Wells Fargo Bank,neg
0.5859,0.0,0.696,0.304,Wells Fargo Bank,pos
0.6808,0.128,0.628,0.244,Wells Fargo Bank,pos
0.5994,0.0,0.588,0.412,Wells Fargo Bank,pos
-0.5423,0.314,0.579,0.107,Wells Fargo Bank,neg
0.802,0.0,0.705,0.295,Wells Fargo Bank,pos
0.8689,0.0,0.604,0.396,Wells Fargo Bank,pos
0.5423,0.048,0.785,0.167,Wells Fargo Bank,pos
0.5574,0.0,0.662,0.338,Wells Fargo Bank,pos
0.5423,0.134,0.51,0.357,Wells Fargo Bank,pos
-0.6808,0.336,0.575,0.088,Wells Fargo Bank,neg
0.5423,0.0,0.71,0.29,Wells Fargo Bank,pos
-0.743,0.31,0.69,0.0,Wells Fargo Bank,neg
-0.5859,0.182,0.755,0.063,Wells Fargo Bank,neg
-0.5859,0.182,0.755,0.063,Wells Fargo Bank,neg
0.5423,0.112,0.588,0.299,Wells Fargo Bank,pos
0.7269,0.135,0.519,0.346,Wells Fargo Bank,pos
-0.6249,0.804,0.196,0.0,Wells Fargo Bank,neg
-0.5994,0.231,0.633,0.136,Wells Fargo Bank,neg
0.6597,0.108,0.577,0.315,Wells Fargo Bank,pos
0.8402,0.0,0.385,0.615,Wells Fargo Bank,pos
0.6597,0.104,0.593,0.304,Wells Fargo Bank,pos
0.8481,0.116,0.464,0.421,Wells Fargo Bank,pos
-0.7783,0.438,0.449,0.112,Wells Fargo Bank,neg
-0.8402,0.55,0.35,0.1,Wells Fargo Bank,neg
-0.5574,0.419,0.581,0.0,Wells Fargo Bank,neg
-0.5859,0.182,0.755,0.063,Wells Fargo Bank,neg
-0.5423,0.368,0.632,0.0,Wells Fargo Bank,neg
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
-0.6705,0.168,0.752,0.079,Wells Fargo Bank,neg
0.8481,0.0,0.62,0.38,Wells Fargo Bank,pos
0.7184,0.08,0.62,0.299,Wells Fargo Bank,pos
0.7096,0.0,0.459,0.541,Wells Fargo Bank,pos
0.7717,0.0,0.778,0.222,Wells Fargo Bank,pos
0.9545,0.039,0.47,0.492,Wells Fargo Bank,pos
0.8316,0.0,0.556,0.444,Wells Fargo Bank,pos
0.875,0.0,0.56,0.44,Wells Fargo Bank,pos
0.5046,0.114,0.592,0.294,Wells Fargo Bank,pos
-0.9719,0.719,0.281,0.0,Wells Fargo Bank,neg
0.6597,0.109,0.584,0.307,Wells Fargo Bank,pos
0.8807,0.0,0.577,0.423,Wells Fargo Bank,pos
0.875,0.0,0.56,0.44,Wells Fargo Bank,pos
0.7003,0.101,0.604,0.295,Wells Fargo Bank,pos
0.7506,0.0,0.748,0.252,Wells Fargo Bank,pos
-0.9538,0.504,0.444,0.052,Wells Fargo Bank,neg
-0.6597,0.688,0.312,0.0,Wells Fargo Bank,neg
0.836,0.0,0.623,0.377,Wells Fargo Bank,pos
0.875,0.0,0.56,0.44,Wells Fargo Bank,pos
-0.5657,0.243,0.579,0.178,Wells Fargo Bank,neg
0.5574,0.0,0.833,0.167,Wells Fargo Bank,pos
0.9545,0.039,0.47,0.492,Wells Fargo Bank,pos
0.7845,0.0,0.685,0.315,Wells Fargo Bank,pos
0.8885,0.065,0.571,0.364,Wells Fargo Bank,pos
-0.6369,0.321,0.455,0.224,Wells Fargo Bank,neg
0.8555,0.0,0.679,0.321,Wells Fargo Bank,pos
-0.8176,0.283,0.717,0.0,Wells Fargo Bank,neg
-0.5267,0.423,0.385,0.192,Wells Fargo Bank,neg
-0.6249,0.181,0.819,0.0,Wells Fargo Bank,neg
0.7717,0.0,0.707,0.293,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.5994,0.0,0.588,0.412,Wells Fargo Bank,pos
0.9246,0.0,0.639,0.361,Wells Fargo Bank,pos
0.6486,0.0,0.43,0.57,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.8176,0.0,0.74,0.26,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.7269,0.0,0.816,0.184,Wells Fargo Bank,pos
0.8316,0.0,0.747,0.253,Wells Fargo Bank,pos
0.6908,0.183,0.463,0.355,Wells Fargo Bank,pos
-0.7096,0.312,0.688,0.0,Wells Fargo Bank,neg
0.7351,0.0,0.745,0.255,Wells Fargo Bank,pos
-0.5859,0.188,0.747,0.065,Wells Fargo Bank,neg
-0.91,0.366,0.563,0.072,Wells Fargo Bank,neg
0.6705,0.0,0.667,0.333,Wells Fargo Bank,pos
0.6705,0.0,0.621,0.379,Wells Fargo Bank,pos
0.8519,0.0,0.691,0.309,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.5994,0.0,0.803,0.197,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.728,0.272,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.663,0.337,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.7783,0.0,0.672,0.328,Wells Fargo Bank,pos
0.743,0.0,0.774,0.226,Wells Fargo Bank,pos
0.5859,0.122,0.64,0.238,Wells Fargo Bank,pos
0.7783,0.044,0.711,0.245,Wells Fargo Bank,pos
0.9559,0.056,0.541,0.403,Wells Fargo Bank,pos
-0.8979,0.378,0.508,0.114,Wells Fargo Bank,neg
0.5574,0.0,0.796,0.204,Wells Fargo Bank,pos
0.7506,0.0,0.67,0.33,Wells Fargo Bank,pos
-0.6369,0.312,0.471,0.218,Wells Fargo Bank,neg
0.7096,0.0,0.831,0.169,Wells Fargo Bank,pos
-0.9001,0.402,0.392,0.206,Wells Fargo Bank,neg
-0.8271,0.461,0.539,0.0,Wells Fargo Bank,neg
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
-0.8885,0.375,0.528,0.097,Wells Fargo Bank,neg
0.8625,0.055,0.455,0.491,Wells Fargo Bank,pos
0.6808,0.0,0.752,0.248,Wells Fargo Bank,pos
-0.5423,0.259,0.741,0.0,Wells Fargo Bank,neg
-0.6369,0.294,0.5,0.206,Wells Fargo Bank,neg
-0.6597,0.299,0.607,0.093,Wells Fargo Bank,neg
-0.6808,0.384,0.616,0.0,Wells Fargo Bank,neg
0.6705,0.108,0.538,0.354,Wells Fargo Bank,pos
0.7764,0.144,0.4,0.455,Wells Fargo Bank,pos
-0.7184,0.375,0.625,0.0,Wells Fargo Bank,neg
0.5106,0.0,0.699,0.301,Wells Fargo Bank,pos
-0.7906,0.7,0.3,0.0,Wells Fargo Bank,neg
0.7717,0.0,0.7,0.3,Wells Fargo Bank,pos
0.7269,0.0,0.809,0.191,Wells Fargo Bank,pos
0.872,0.092,0.571,0.337,Wells Fargo Bank,pos
0.5994,0.0,0.588,0.412,Wells Fargo Bank,pos
-0.9136,0.448,0.439,0.113,Wells Fargo Bank,neg
-0.6249,0.577,0.423,0.0,Wells Fargo Bank,neg
0.6808,0.0,0.78,0.22,Wells Fargo Bank,pos
0.802,0.0,0.631,0.369,Wells Fargo Bank,pos
0.6705,0.0,0.787,0.213,Wells Fargo Bank,pos
-0.8519,0.277,0.612,0.111,Wells Fargo Bank,neg
0.6369,0.0,0.743,0.257,Wells Fargo Bank,pos
0.5859,0.076,0.761,0.163,Wells Fargo Bank,pos
0.8316,0.0,0.546,0.454,Wells Fargo Bank,pos
-0.6369,0.303,0.486,0.211,Wells Fargo Bank,neg
0.743,0.069,0.656,0.274,Wells Fargo Bank,pos
-0.6369,0.238,0.695,0.066,Wells Fargo Bank,neg
-0.6369,0.255,0.674,0.071,Wells Fargo Bank,neg
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.8689,0.0,0.526,0.474,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.5719,0.086,0.688,0.226,Wells Fargo Bank,pos
0.7351,0.0,0.78,0.22,Wells Fargo Bank,pos
0.7096,0.076,0.694,0.23,Wells Fargo Bank,pos
0.8555,0.0,0.591,0.409,Wells Fargo Bank,pos
0.875,0.0,0.522,0.478,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.7783,0.0,0.606,0.394,Wells Fargo Bank,pos
-0.8176,0.383,0.505,0.112,Wells Fargo Bank,neg
-0.7184,0.318,0.591,0.091,Wells Fargo Bank,neg
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
-0.5719,0.34,0.457,0.203,Wells Fargo Bank,neg
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.7783,0.0,0.625,0.375,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.9153,0.07,0.562,0.367,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.663,0.337,Wells Fargo Bank,pos
-0.5106,0.218,0.7,0.082,Wells Fargo Bank,neg
0.6124,0.0,0.5,0.5,Wells Fargo Bank,pos
-0.7096,0.535,0.465,0.0,Wells Fargo Bank,neg
-0.9761,0.514,0.445,0.04,Wells Fargo Bank,neg
0.5574,0.0,0.795,0.205,Wells Fargo Bank,pos
0.5859,0.0,0.455,0.545,Wells Fargo Bank,pos
0.6908,0.0,0.782,0.218,Wells Fargo Bank,pos
0.6908,0.0,0.749,0.251,Wells Fargo Bank,pos
-0.5423,0.189,0.811,0.0,Wells Fargo Bank,neg
0.802,0.0,0.635,0.365,Wells Fargo Bank,pos
0.5423,0.0,0.847,0.153,Wells Fargo Bank,pos
0.5574,0.0,0.805,0.195,Wells Fargo Bank,pos
-0.7845,0.319,0.609,0.072,Wells Fargo Bank,neg
0.5574,0.0,0.805,0.195,Wells Fargo Bank,pos
-0.7003,0.405,0.476,0.119,Wells Fargo Bank,neg
0.8481,0.081,0.614,0.305,Wells Fargo Bank,pos
-0.7783,0.381,0.538,0.081,Wells Fargo Bank,neg
-0.7964,0.392,0.608,0.0,Wells Fargo Bank,neg
0.5994,0.0,0.588,0.412,Wells Fargo Bank,pos
-0.743,0.422,0.462,0.116,Wells Fargo Bank,neg
0.6369,0.0,0.772,0.228,Wells Fargo Bank,pos
0.802,0.0,0.647,0.353,Wells Fargo Bank,pos
0.5423,0.152,0.557,0.291,Wells Fargo Bank,pos
-0.6486,0.558,0.265,0.177,Wells Fargo Bank,neg
0.6597,0.0,0.856,0.144,Wells Fargo Bank,pos
0.5574,0.038,0.797,0.165,Wells Fargo Bank,pos
0.5267,0.0,0.748,0.252,Wells Fargo Bank,pos
0.836,0.0,0.752,0.248,Wells Fargo Bank,pos
-0.7645,0.487,0.385,0.128,Wells Fargo Bank,neg
0.501,0.073,0.748,0.179,Wells Fargo Bank,pos
-0.8979,0.375,0.585,0.04,Wells Fargo Bank,neg
0.8779,0.078,0.522,0.4,Wells Fargo Bank,pos
0.5574,0.0,0.783,0.217,Wells Fargo Bank,pos
-0.802,0.282,0.647,0.071,Wells Fargo Bank,neg
0.8519,0.0,0.558,0.442,Wells Fargo Bank,pos
-0.6124,0.462,0.385,0.154,Wells Fargo Bank,neg
-0.802,0.282,0.647,0.071,Wells Fargo Bank,neg
0.8519,0.0,0.492,0.508,Wells Fargo Bank,pos
0.5994,0.0,0.55,0.45,Wells Fargo Bank,pos
0.7351,0.0,0.556,0.444,Wells Fargo Bank,pos
0.6249,0.095,0.596,0.309,Wells Fargo Bank,pos
0.5994,0.0,0.795,0.205,Wells Fargo Bank,pos
0.5994,0.0,0.449,0.551,Wells Fargo Bank,pos
0.5574,0.0,0.878,0.122,Wells Fargo Bank,pos
0.9186,0.0,0.727,0.273,Wells Fargo Bank,pos
0.802,0.0,0.523,0.477,Wells Fargo Bank,pos
0.5574,0.0,0.847,0.153,Wells Fargo Bank,pos
0.6808,0.0,0.752,0.248,Wells Fargo Bank,pos
-0.7351,0.409,0.481,0.111,Chase Bank,neg
0.8591,0.0,0.667,0.333,Chase Bank,pos
0.8591,0.0,0.667,0.333,Chase Bank,pos
0.7506,0.0,0.637,0.363,Chase Bank,pos
0.743,0.0,0.76,0.24,Chase Bank,pos
-0.8807,0.328,0.672,0.0,Chase Bank,neg
-0.8591,0.514,0.486,0.0,Chase Bank,neg
-0.9114,0.591,0.409,0.0,Chase Bank,neg
0.8555,0.0,0.676,0.324,Chase Bank,pos
0.5106,0.0,0.708,0.292,Chase Bank,pos
0.5994,0.0,0.813,0.187,Chase Bank,pos
-0.5719,0.649,0.351,0.0,Chase Bank,neg
-0.5423,0.636,0.364,0.0,Chase Bank,neg
-0.6908,0.624,0.183,0.193,Chase Bank,neg
-0.7506,0.444,0.556,0.0,Chase Bank,neg
0.8807,0.108,0.553,0.339,Chase Bank,pos
0.8591,0.0,0.712,0.288,Chase Bank,pos
0.5106,0.221,0.265,0.513,Chase Bank,pos
-0.8126,0.309,0.691,0.0,Chase Bank,neg
0.926,0.0,0.554,0.446,Chase Bank,pos
-0.8126,0.343,0.657,0.0,Chase Bank,neg
0.6597,0.085,0.692,0.223,Chase Bank,pos
0.765,0.0,0.769,0.231,Chase Bank,pos
-0.5267,0.195,0.805,0.0,Chase Bank,neg
-0.5574,0.204,0.796,0.0,Chase Bank,neg
-0.6705,0.193,0.807,0.0,Chase Bank,neg
-0.7579,0.367,0.531,0.102,Chase Bank,neg
-0.5595,0.153,0.78,0.068,Chase Bank,neg
-0.8126,0.627,0.373,0.0,Chase Bank,neg
-0.5994,0.329,0.549,0.122,Chase Bank,neg
0.5574,0.0,0.833,0.167,Chase Bank,pos
0.5423,0.152,0.619,0.229,Chase Bank,pos
0.5106,0.0,0.708,0.292,Chase Bank,pos
-0.5574,0.194,0.806,0.0,Chase Bank,neg
-0.9062,0.304,0.65,0.046,Chase Bank,neg
-0.6124,0.227,0.773,0.0,Chase Bank,neg
0.6369,0.0,0.588,0.412,Chase Bank,pos
-0.9062,0.304,0.65,0.046,Chase Bank,neg
-0.7717,0.242,0.758,0.0,Chase Bank,neg
-0.6705,0.282,0.718,0.0,Chase Bank,neg
-0.8807,0.317,0.611,0.072,Chase Bank,neg
-0.8779,0.558,0.442,0.0,Chase Bank,neg
-0.6249,0.577,0.423,0.0,Chase Bank,neg
-0.743,0.169,0.831,0.0,Chase Bank,neg
0.6369,0.0,0.488,0.512,Chase Bank,pos
0.5719,0.0,0.875,0.125,Chase Bank,pos
0.9201,0.0,0.534,0.466,Chase Bank,pos
0.8176,0.0,0.638,0.362,Chase Bank,pos
