compound,neg,neu,pos,Bank,Sentiment
0.6369,0.0,0.813,0.187,Bank of America,pos
-0.5859,0.322,0.678,0.0,Bank of America,neg
0.5574,0.0,0.85,0.15,Bank of America,pos
-0.5574,0.11,0.89,0.0,Bank of America,neg
0.6597,0.126,0.534,0.34,Bank of America,pos
0.9062,0.0,0.423,0.577,Bank of America,pos
-0.8481,0.671,0.329,0.0,Bank of America,neg
0.7096,0.0,0.566,0.434,Bank of America,pos
-0.5423,0.297,0.574,0.129,Bank of America,neg
0.765,0.0,0.719,0.281,Bank of America,pos
0.765,0.0,0.719,0.281,Bank of America,pos
0.6486,0.0,0.751,0.249,Bank of America,pos
0.765,0.0,0.719,0.281,Bank of America,pos
0.765,0.0,0.719,0.281,Bank of America,pos
0.765,0.0,0.719,0.281,Bank of America,pos
0.765,0.0,0.728,0.272,Bank of America,pos
-0.5106,0.32,0.68,0.0,Bank of America,neg
0.875,0.0,0.444,0.556,Bank of America,pos
0.5106,0.157,0.562,0.281,Bank of America,pos
0.7351,0.0,0.563,0.437,Bank of America,pos
-0.6908,0.655,0.345,0.0,Bank of America,neg
0.7351,0.0,0.563,0.437,Bank of America,pos
0.5574,0.0,0.841,0.159,Bank of America,pos
-0.5423,0.636,0.364,0.0,Bank of America,neg
0.875,0.0,0.796,0.204,Bank of America,pos
-0.802,0.286,0.714,0.0,Bank of America,neg
0.6249,0.0,0.745,0.255,Bank of America,pos
0.91,0.0,0.719,0.281,Bank of America,pos
0.5574,0.0,0.878,0.122,Bank of America,pos
0.6249,0.0,0.745,0.255,Bank of America,pos
0.5994,0.0,0.435,0.565,Bank of America,pos
0.6249,0.0,0.728,0.272,Bank of America,pos
-0.7906,0.405,0.492,0.102,Bank of America,neg
-0.6124,0.174,0.826,0.0,Wells Fargo Bank,neg
0.7845,0.0,0.796,0.204,Wells Fargo Bank,pos
0.926,0.0,0.473,0.527,Wells Fargo Bank,pos
0.5994,0.248,0.146,0.606,Wells Fargo Bank,pos
0.7089,0.0,0.796,0.204,Wells Fargo Bank,pos
0.5423,0.0,0.847,0.153,Wells Fargo Bank,pos
0.5719,0.0,0.773,0.227,Wells Fargo Bank,pos
0.8807,0.0,0.596,0.404,Wells Fargo Bank,pos
0.6124,0.0,0.727,0.273,Wells Fargo Bank,pos
0.765,0.0,0.515,0.485,Wells Fargo Bank,pos
-0.5574,0.228,0.691,0.081,Wells Fargo Bank,neg
-0.8779,0.326,0.544,0.13,Wells Fargo Bank,neg
0.5118,0.085,0.706,0.208,Wells Fargo Bank,pos
0.5859,0.133,0.593,0.274,Wells Fargo Bank,pos
-0.743,0.58,0.28,0.14,Wells Fargo Bank,neg
-0.8591,0.304,0.696,0.0,Wells Fargo Bank,neg
-0.802,0.253,0.656,0.09,Wells Fargo Bank,neg
-0.8481,0.671,0.197,0.132,Wells Fargo Bank,neg
-0.7096,0.264,0.736,0.0,Wells Fargo Bank,neg
0.5106,0.0,0.848,0.152,Wells Fargo Bank,pos
0.802,0.14,0.529,0.331,Wells Fargo Bank,pos
-0.8957,0.416,0.519,0.065,Wells Fargo Bank,neg
0.8519,0.0,0.724,0.276,Wells Fargo Bank,pos
0.5423,0.082,0.76,0.158,Wells Fargo Bank,pos
0.9325,0.0,0.705,0.295,Wells Fargo Bank,pos
-0.5267,0.355,0.484,0.161,Wells Fargo Bank,neg
0.6249,0.138,0.462,0.4,Wells Fargo Bank,pos
-0.6808,0.387,0.462,0.151,Wells Fargo Bank,neg
0.5859,0.136,0.659,0.205,Wells Fargo Bank,pos
0.8807,0.0,0.582,0.418,Wells Fargo Bank,pos
0.886,0.0,0.64,0.36,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
-0.5106,0.249,0.657,0.094,Wells Fargo Bank,neg
0.802,0.0,0.631,0.369,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.8689,0.0,0.546,0.454,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.9325,0.0,0.407,0.593,Wells Fargo Bank,pos
0.802,0.0,0.647,0.353,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.5423,0.0,0.71,0.29,Wells Fargo Bank,pos
-0.5423,0.467,0.533,0.0,Wells Fargo Bank,neg
-0.9001,0.5,0.407,0.093,Wells Fargo Bank,neg
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.836,0.136,0.47,0.394,Wells Fargo Bank,pos
0.802,0.0,0.675,0.325,Wells Fargo Bank,pos
0.7717,0.0,0.565,0.435,Wells Fargo Bank,pos
-0.5106,0.289,0.532,0.179,Wells Fargo Bank,neg
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.8625,0.093,0.541,0.366,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6597,0.1,0.607,0.293,Wells Fargo Bank,pos
-0.8957,0.389,0.543,0.068,Wells Fargo Bank,neg
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.765,0.0,0.78,0.22,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.7096,0.109,0.485,0.406,Wells Fargo Bank,pos
-0.872,0.585,0.218,0.197,Wells Fargo Bank,neg
0.5423,0.0,0.727,0.273,Wells Fargo Bank,pos
0.6808,0.0,0.728,0.272,Wells Fargo Bank,pos
0.5994,0.0,0.588,0.412,Wells Fargo Bank,pos
-0.6908,0.221,0.671,0.108,Wells Fargo Bank,neg
0.8225,0.095,0.614,0.291,Wells Fargo Bank,pos
0.7506,0.0,0.757,0.243,Wells Fargo Bank,pos
0.9246,0.0,0.741,0.259,Wells Fargo Bank,pos
0.9349,0.067,0.575,0.358,Wells Fargo Bank,pos
0.8481,0.0,0.707,0.293,Wells Fargo Bank,pos
0.8481,0.0,0.707,0.293,Wells Fargo Bank,pos
0.9062,0.0,0.704,0.296,Wells Fargo Bank,pos
0.9153,0.0,0.485,0.515,Wells Fargo Bank,pos
0.9287,0.0,0.579,0.421,Wells Fargo Bank,pos
0.6808,0.0,0.752,0.248,Wells Fargo Bank,pos
-0.743,0.22,0.68,0.1,Wells Fargo Bank,neg
0.7269,0.0,0.756,0.244,Wells Fargo Bank,pos
0.6808,0.0,0.728,0.272,Wells Fargo Bank,pos
0.8705,0.146,0.338,0.516,Wells Fargo Bank,pos
-0.5267,0.195,0.805,0.0,Wells Fargo Bank,neg
0.5106,0.192,0.397,0.411,Wells Fargo Bank,pos
0.891,0.065,0.529,0.406,Wells Fargo Bank,pos
0.764,0.15,0.302,0.548,Wells Fargo Bank,pos
-0.6808,0.381,0.519,0.1,Wells Fargo Bank,neg
-0.6808,0.141,0.859,0.0,Wells Fargo Bank,neg
0.7783,0.0,0.719,0.281,Wells Fargo Bank,pos
0.6486,0.0,0.741,0.259,Wells Fargo Bank,pos
0.7717,0.0,0.7,0.3,Wells Fargo Bank,pos
-0.5423,0.467,0.533,0.0,Wells Fargo Bank,neg
-0.6124,0.357,0.643,0.0,Wells Fargo Bank,neg
0.9217,0.052,0.629,0.318,Wells Fargo Bank,pos
0.5994,0.0,0.588,0.412,Wells Fargo Bank,pos
-0.8451,0.421,0.486,0.092,Wells Fargo Bank,neg
0.9062,0.0,0.435,0.565,Wells Fargo Bank,pos
-0.5423,0.382,0.366,0.251,Wells Fargo Bank,neg
0.6597,0.122,0.697,0.18,Wells Fargo Bank,pos
0.6597,0.1,0.607,0.293,Wells Fargo Bank,pos
0.8519,0.0,0.751,0.249,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6369,0.0,0.543,0.457,Wells Fargo Bank,pos
0.6808,0.0,0.728,0.272,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.631,0.369,Wells Fargo Bank,pos
-0.7269,0.278,0.596,0.127,Wells Fargo Bank,neg
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.6705,0.068,0.708,0.224,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
-0.765,0.325,0.613,0.061,Wells Fargo Bank,neg
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
-0.5267,0.268,0.61,0.122,Wells Fargo Bank,neg
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.836,0.0,0.568,0.432,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.836,0.0,0.568,0.432,Wells Fargo Bank,pos
0.7783,0.0,0.625,0.375,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
-0.5719,0.139,0.861,0.0,Wells Fargo Bank,neg
-0.5719,0.125,0.875,0.0,Wells Fargo Bank,neg
-0.7906,0.421,0.579,0.0,Wells Fargo Bank,neg
0.9413,0.0,0.688,0.312,Wells Fargo Bank,pos
-0.5719,0.129,0.871,0.0,Wells Fargo Bank,neg
0.6597,0.1,0.607,0.293,Wells Fargo Bank,pos
0.8779,0.033,0.672,0.295,Wells Fargo Bank,pos
0.5106,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6486,0.0,0.762,0.238,Wells Fargo Bank,pos
0.7351,0.0,0.492,0.508,Wells Fargo Bank,pos
0.6229,0.0,0.702,0.298,Wells Fargo Bank,pos
-0.875,0.444,0.481,0.074,Wells Fargo Bank,neg
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.5574,0.0,0.685,0.315,Wells Fargo Bank,pos
0.5267,0.081,0.64,0.279,Wells Fargo Bank,pos
0.5267,0.079,0.719,0.201,Wells Fargo Bank,pos
0.818,0.191,0.3,0.509,Wells Fargo Bank,pos
-0.926,0.547,0.377,0.075,Wells Fargo Bank,neg
0.8316,0.0,0.588,0.412,Wells Fargo Bank,pos
0.7906,0.0,0.2,0.8,Wells Fargo Bank,pos
0.5994,0.107,0.558,0.335,Wells Fargo Bank,pos
0.5106,0.097,0.712,0.191,Wells Fargo Bank,pos
0.6597,0.1,0.607,0.293,Wells Fargo Bank,pos
-0.6249,0.577,0.423,0.0,Wells Fargo Bank,neg
0.6597,0.1,0.607,0.293,Wells Fargo Bank,pos
0.7506,0.0,0.732,0.268,Wells Fargo Bank,pos
-0.6249,0.506,0.494,0.0,Wells Fargo Bank,neg
0.5574,0.0,0.813,0.187,Wells Fargo Bank,pos
0.7506,0.077,0.73,0.193,Wells Fargo Bank,pos
-0.8016,0.297,0.703,0.0,Wells Fargo Bank,neg
-0.5994,0.371,0.503,0.126,Wells Fargo Bank,neg
0.6597,0.0,0.833,0.167,Wells Fargo Bank,pos
0.6808,0.126,0.534,0.34,Wells Fargo Bank,pos
-0.6705,0.205,0.74,0.055,Wells Fargo Bank,neg
0.8689,0.0,0.546,0.454,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.6666,0.0,0.687,0.313,Wells Fargo Bank,pos
0.8689,0.0,0.546,0.454,Wells Fargo Bank,pos
0.8689,0.0,0.546,0.454,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
-0.6597,0.294,0.603,0.103,Wells Fargo Bank,neg
0.6369,0.056,0.68,0.264,Wells Fargo Bank,pos
0.5106,0.0,0.845,0.155,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.5859,0.0,0.625,0.375,Wells Fargo Bank,pos
-0.7783,0.199,0.752,0.049,Wells Fargo Bank,neg
0.5859,0.0,0.652,0.348,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.8689,0.0,0.546,0.454,Wells Fargo Bank,pos
0.7717,0.061,0.68,0.259,Wells Fargo Bank,pos
0.5859,0.0,0.652,0.348,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.7506,0.0,0.763,0.237,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.8689,0.0,0.546,0.454,Wells Fargo Bank,pos
0.7783,0.0,0.625,0.375,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.7783,0.0,0.625,0.375,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.875,0.0,0.658,0.342,Wells Fargo Bank,pos
0.7506,0.0,0.769,0.231,Wells Fargo Bank,pos
0.7506,0.0,0.704,0.296,Wells Fargo Bank,pos
0.7506,0.0,0.704,0.296,Wells Fargo Bank,pos
0.7506,0.0,0.763,0.237,Wells Fargo Bank,pos
0.7506,0.0,0.714,0.286,Wells Fargo Bank,pos
0.743,0.0,0.64,0.36,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
-0.5267,0.306,0.561,0.133,Wells Fargo Bank,neg
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.5994,0.0,0.505,0.495,Wells Fargo Bank,pos
0.8625,0.078,0.648,0.274,Wells Fargo Bank,pos
0.9349,0.0,0.714,0.286,Wells Fargo Bank,pos
0.7003,0.0,0.595,0.405,Wells Fargo Bank,pos
0.8225,0.055,0.751,0.194,Wells Fargo Bank,pos
0.7906,0.0,0.795,0.205,Wells Fargo Bank,pos
-0.9468,0.459,0.434,0.107,Wells Fargo Bank,neg
0.5719,0.095,0.649,0.255,Wells Fargo Bank,pos
0.5719,0.0,0.793,0.207,Wells Fargo Bank,pos
0.8402,0.035,0.704,0.261,Wells Fargo Bank,pos
0.7003,0.107,0.621,0.271,Wells Fargo Bank,pos
0.7906,0.0,0.556,0.444,Wells Fargo Bank,pos
0.7717,0.086,0.614,0.3,Wells Fargo Bank,pos
0.5106,0.161,0.521,0.318,Wells Fargo Bank,pos
0.5859,0.0,0.696,0.304,Wells Fargo Bank,pos
-0.7096,0.496,0.504,0.0,Wells Fargo Bank,neg
-0.6124,0.429,0.429,0.143,Wells Fargo Bank,neg
0.7506,0.0,0.792,0.208,Wells Fargo Bank,pos
0.7506,0.0,0.775,0.225,Wells Fargo Bank,pos
0.7506,0.0,0.756,0.244,Wells Fargo Bank,pos
0.7506,0.0,0.724,0.276,Wells Fargo Bank,pos
0.7506,0.0,0.781,0.219,Wells Fargo Bank,pos
-0.8555,0.38,0.547,0.073,Wells Fargo Bank,neg
0.5423,0.0,0.791,0.209,Wells Fargo Bank,pos
-0.5859,0.429,0.385,0.186,Wells Fargo Bank,neg
-0.5106,0.187,0.689,0.124,Wells Fargo Bank,neg
0.6705,0.13,0.542,0.329,Wells Fargo Bank,pos
0.886,0.0,0.556,0.444,Wells Fargo Bank,pos
0.5106,0.079,0.664,0.257,Wells Fargo Bank,pos
0.6249,0.0,0.495,0.505,Wells Fargo Bank,pos
-0.8369,0.353,0.582,0.065,Wells Fargo Bank,neg
0.5859,0.0,0.652,0.348,Wells Fargo Bank,pos
0.5267,0.092,0.672,0.235,Wells Fargo Bank,pos
-0.5423,0.368,0.632,0.0,Wells Fargo Bank,neg
-0.7184,0.321,0.612,0.066,Wells Fargo Bank,neg
0.8442,0.0,0.627,0.373,Wells Fargo Bank,pos
0.7184,0.0,0.81,0.19,Wells Fargo Bank,pos
-0.7096,0.244,0.644,0.112,Wells Fargo Bank,neg
0.5719,0.0,0.46,0.54,Wells Fargo Bank,pos
0.7003,0.062,0.664,0.274,Wells Fargo Bank,pos
-0.6124,0.357,0.643,0.0,Wells Fargo Bank,neg
0.802,0.0,0.631,0.369,Wells Fargo Bank,pos
0.5859,0.091,0.714,0.195,Wells Fargo Bank,pos
-0.7096,0.317,0.602,0.08,Wells Fargo Bank,neg
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.802,0.0,0.631,0.369,Wells Fargo Bank,pos
0.8591,0.0,0.709,0.291,Wells Fargo Bank,pos
0.9001,0.0,0.519,0.481,Wells Fargo Bank,pos
-0.6486,0.384,0.493,0.123,Wells Fargo Bank,neg
0.5994,0.0,0.726,0.274,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.875,0.0,0.739,0.261,Wells Fargo Bank,pos
0.765,0.063,0.657,0.28,Wells Fargo Bank,pos
-0.5859,0.235,0.608,0.157,Wells Fargo Bank,neg
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
-0.9633,0.51,0.445,0.045,Wells Fargo Bank,neg
0.7096,0.091,0.691,0.218,Wells Fargo Bank,pos
0.5423,0.073,0.57,0.358,Wells Fargo Bank,pos
0.802,0.0,0.573,0.427,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
-0.7184,0.538,0.308,0.154,Wells Fargo Bank,neg
0.9118,0.0,0.728,0.272,Wells Fargo Bank,pos
-0.802,0.254,0.691,0.055,Wells Fargo Bank,neg
0.8957,0.072,0.574,0.354,Wells Fargo Bank,pos
0.6705,0.206,0.476,0.318,Wells Fargo Bank,pos
0.7096,0.099,0.675,0.226,Wells Fargo Bank,pos
0.9169,0.129,0.397,0.474,Wells Fargo Bank,pos
0.8402,0.0,0.182,0.818,Wells Fargo Bank,pos
0.9337,0.0,0.528,0.472,Wells Fargo Bank,pos
-0.7906,0.875,0.125,0.0,Wells Fargo Bank,neg
-0.7964,0.372,0.401,0.226,Wells Fargo Bank,neg
-0.802,0.338,0.504,0.158,Wells Fargo Bank,neg
0.802,0.0,0.714,0.286,Wells Fargo Bank,pos
0.5994,0.0,0.671,0.329,Wells Fargo Bank,pos
0.7906,0.0,0.68,0.32,Wells Fargo Bank,pos
-0.6249,0.506,0.494,0.0,Wells Fargo Bank,neg
0.8176,0.0,0.754,0.246,Wells Fargo Bank,pos
0.5106,0.0,0.677,0.323,Wells Fargo Bank,pos
-0.765,0.559,0.294,0.147,Wells Fargo Bank,neg
-0.7506,0.281,0.599,0.12,Wells Fargo Bank,neg
0.5994,0.0,0.449,0.551,Wells Fargo Bank,pos
0.6597,0.066,0.66,0.274,Wells Fargo Bank,pos
0.6808,0.0,0.752,0.248,Wells Fargo Bank,pos
-0.7645,0.336,0.664,0.0,Wells Fargo Bank,neg
-0.6486,0.324,0.48,0.195,Wells Fargo Bank,neg
0.6486,0.0,0.602,0.398,Wells Fargo Bank,pos
0.5423,0.163,0.596,0.241,Wells Fargo Bank,pos
-0.6808,0.384,0.616,0.0,Wells Fargo Bank,neg
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
0.9638,0.0,0.5,0.5,Wells Fargo Bank,pos
-0.5423,0.149,0.851,0.0,Wells Fargo Bank,neg
0.7964,0.091,0.634,0.275,Wells Fargo Bank,pos
-0.7783,0.609,0.234,0.156,Wells Fargo Bank,neg
0.5423,0.0,0.824,0.176,Wells Fargo Bank,pos
0.7184,0.0,0.806,0.194,Wells Fargo Bank,pos
-0.8271,0.264,0.681,0.054,Wells Fargo Bank,neg
0.7269,0.0,0.755,0.245,Wells Fargo Bank,pos
0.7003,0.0,0.805,0.195,Wells Fargo Bank,pos
0.5994,0.0,0.86,0.14,Wells Fargo Bank,pos
0.6249,0.157,0.511,0.332,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.8555,0.0,0.591,0.409,Wells Fargo Bank,pos
0.7783,0.0,0.642,0.358,Wells Fargo Bank,pos
0.5574,0.0,0.723,0.277,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.9081,0.0,0.451,0.549,Wells Fargo Bank,pos
-0.6486,0.15,0.85,0.0,Wells Fargo Bank,neg
0.6369,0.0,0.776,0.224,Wells Fargo Bank,pos
-0.9403,0.459,0.476,0.065,Wells Fargo Bank,neg
0.5574,0.0,0.723,0.277,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
-0.743,0.282,0.513,0.205,Wells Fargo Bank,neg
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.7717,0.0,0.767,0.233,Wells Fargo Bank,pos
0.7717,0.0,0.749,0.251,Wells Fargo Bank,pos
0.7783,0.0,0.625,0.375,Wells Fargo Bank,pos
0.802,0.0,0.613,0.387,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.663,0.337,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.9081,0.0,0.451,0.549,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.7351,0.0,0.801,0.199,Wells Fargo Bank,pos
0.6808,0.0,0.682,0.318,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.7783,0.0,0.658,0.342,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.6808,0.0,0.714,0.286,Wells Fargo Bank,pos
0.5859,0.0,0.676,0.324,Wells Fargo Bank,pos
0.5859,0.0,0.676,0.324,Wells Fargo Bank,pos
-0.8885,0.317,0.567,0.116,Wells Fargo Bank,neg
0.5423,0.0,0.809,0.191,Wells Fargo Bank,pos
0.743,0.0,0.552,0.448,Wells Fargo Bank,pos
0.5859,0.0,0.625,0.375,Wells Fargo Bank,pos
0.5106,0.0,0.719,0.281,Wells Fargo Bank,pos
0.8074,0.0,0.659,0.341,Wells Fargo Bank,pos
-0.8555,0.362,0.427,0.211,Wells Fargo Bank,neg
-0.9062,0.43,0.475,0.095,Wells Fargo Bank,neg
0.5423,0.0,0.757,0.243,Wells Fargo Bank,pos
0.5859,0.0,0.633,0.367,Wells Fargo Bank,pos
0.7506,0.0,0.802,0.198,Wells Fargo Bank,pos
0.8555,0.085,0.503,0.412,Wells Fargo Bank,pos
0.9246,0.0,0.446,0.554,Wells Fargo Bank,pos
0.836,0.0,0.574,0.426,Wells Fargo Bank,pos
0.9442,0.0,0.677,0.323,Wells Fargo Bank,pos
0.7269,0.0,0.855,0.145,Wells Fargo Bank,pos
0.6808,0.0,0.699,0.301,Wells Fargo Bank,pos
0.802,0.0,0.594,0.406,Wells Fargo Bank,pos
